ready_queue_size: 18, ref_start_time: 2088800038043827, ref_stop_time: 2088800068830882, sheduling_overhead: 30787055 ns
ready_queue_size: 1, ref_start_time: 2088807112325825, ref_stop_time: 2088807112547765, sheduling_overhead: 221940 ns
ready_queue_size: 1, ref_start_time: 2088807112641545, ref_stop_time: 2088807112804025, sheduling_overhead: 162480 ns
ready_queue_size: 1, ref_start_time: 2088807113070665, ref_stop_time: 2088807113188535, sheduling_overhead: 117870 ns
ready_queue_size: 1, ref_start_time: 2088807113717285, ref_stop_time: 2088807114451686, sheduling_overhead: 734401 ns
ready_queue_size: 18, ref_start_time: 2088807115494366, ref_stop_time: 2088807125656477, sheduling_overhead: 10162111 ns
ready_queue_size: 1, ref_start_time: 2088807126395527, ref_stop_time: 2088807126517597, sheduling_overhead: 122070 ns
ready_queue_size: 2, ref_start_time: 2088807127126688, ref_stop_time: 2088807127821428, sheduling_overhead: 694740 ns
ready_queue_size: 1, ref_start_time: 2088807128090558, ref_stop_time: 2088807128205278, sheduling_overhead: 114720 ns
ready_queue_size: 1, ref_start_time: 2088807129113228, ref_stop_time: 2088807129499418, sheduling_overhead: 386190 ns
ready_queue_size: 1, ref_start_time: 2088807129793058, ref_stop_time: 2088807133004379, sheduling_overhead: 3211321 ns
ready_queue_size: 1, ref_start_time: 2088807133597359, ref_stop_time: 2088807136739079, sheduling_overhead: 3141720 ns
ready_queue_size: 1, ref_start_time: 2088807137098269, ref_stop_time: 2088807137210229, sheduling_overhead: 111960 ns
ready_queue_size: 1, ref_start_time: 2088807137504559, ref_stop_time: 2088807137911569, sheduling_overhead: 407010 ns
ready_queue_size: 1, ref_start_time: 2088807138899229, ref_stop_time: 2088807144891580, sheduling_overhead: 5992351 ns
ready_queue_size: 1, ref_start_time: 2088807145124680, ref_stop_time: 2088807145303151, sheduling_overhead: 178471 ns
ready_queue_size: 4, ref_start_time: 2088807146276561, ref_stop_time: 2088807147372371, sheduling_overhead: 1095810 ns
ready_queue_size: 1, ref_start_time: 2088807147834941, ref_stop_time: 2088807147891161, sheduling_overhead: 56220 ns
ready_queue_size: 1, ref_start_time: 2088807148245071, ref_stop_time: 2088807148365551, sheduling_overhead: 120480 ns
ready_queue_size: 6, ref_start_time: 2088807150023171, ref_stop_time: 2088807155561382, sheduling_overhead: 5538211 ns
ready_queue_size: 1, ref_start_time: 2088807156014802, ref_stop_time: 2088807156602292, sheduling_overhead: 587490 ns
ready_queue_size: 1, ref_start_time: 2088807156808722, ref_stop_time: 2088807156911112, sheduling_overhead: 102390 ns
ready_queue_size: 1, ref_start_time: 2088807157253442, ref_stop_time: 2088807157364262, sheduling_overhead: 110820 ns
ready_queue_size: 1, ref_start_time: 2088807157456152, ref_stop_time: 2088807158135503, sheduling_overhead: 679351 ns
ready_queue_size: 1, ref_start_time: 2088807158412733, ref_stop_time: 2088807158809063, sheduling_overhead: 396330 ns
ready_queue_size: 1, ref_start_time: 2088807159111703, ref_stop_time: 2088807159638173, sheduling_overhead: 526470 ns
ready_queue_size: 1, ref_start_time: 2088807159870253, ref_stop_time: 2088807160057543, sheduling_overhead: 187290 ns
ready_queue_size: 1, ref_start_time: 2088807160398523, ref_stop_time: 2088807160454413, sheduling_overhead: 55890 ns
ready_queue_size: 1, ref_start_time: 2088807160657873, ref_stop_time: 2088807160865683, sheduling_overhead: 207810 ns
ready_queue_size: 1, ref_start_time: 2088807161206093, ref_stop_time: 2088807161402233, sheduling_overhead: 196140 ns
ready_queue_size: 1, ref_start_time: 2088807161547403, ref_stop_time: 2088807164695754, sheduling_overhead: 3148351 ns
ready_queue_size: 1, ref_start_time: 2088807165037334, ref_stop_time: 2088807165198344, sheduling_overhead: 161010 ns
ready_queue_size: 1, ref_start_time: 2088807165265424, ref_stop_time: 2088807165488984, sheduling_overhead: 223560 ns
ready_queue_size: 1, ref_start_time: 2088807167266094, ref_stop_time: 2088807167386964, sheduling_overhead: 120870 ns
ready_queue_size: 1, ref_start_time: 2088807167678834, ref_stop_time: 2088807167831294, sheduling_overhead: 152460 ns
ready_queue_size: 1, ref_start_time: 2088807168784184, ref_stop_time: 2088807169125494, sheduling_overhead: 341310 ns
ready_queue_size: 1, ref_start_time: 2088807169832534, ref_stop_time: 2088807170049644, sheduling_overhead: 217110 ns
ready_queue_size: 1, ref_start_time: 2088807170289375, ref_stop_time: 2088807170871705, sheduling_overhead: 582330 ns
ready_queue_size: 1, ref_start_time: 2088807171204195, ref_stop_time: 2088807171303195, sheduling_overhead: 99000 ns
ready_queue_size: 1, ref_start_time: 2088807171832965, ref_stop_time: 2088807172158405, sheduling_overhead: 325440 ns
ready_queue_size: 1, ref_start_time: 2088807172459605, ref_stop_time: 2088807172826565, sheduling_overhead: 366960 ns
ready_queue_size: 1, ref_start_time: 2088807173307405, ref_stop_time: 2088807173420085, sheduling_overhead: 112680 ns
ready_queue_size: 1, ref_start_time: 2088807173650065, ref_stop_time: 2088807173780595, sheduling_overhead: 130530 ns
ready_queue_size: 1, ref_start_time: 2088807174131295, ref_stop_time: 2088807174405255, sheduling_overhead: 273960 ns
ready_queue_size: 1, ref_start_time: 2088807181203076, ref_stop_time: 2088807181445926, sheduling_overhead: 242850 ns
ready_queue_size: 1, ref_start_time: 2088807181952926, ref_stop_time: 2088807182077696, sheduling_overhead: 124770 ns
ready_queue_size: 2, ref_start_time: 2088807182465956, ref_stop_time: 2088807183098687, sheduling_overhead: 632731 ns
ready_queue_size: 2, ref_start_time: 2088807183380777, ref_stop_time: 2088807183710717, sheduling_overhead: 329940 ns
ready_queue_size: 1, ref_start_time: 2088807184660187, ref_stop_time: 2088807184778027, sheduling_overhead: 117840 ns
ready_queue_size: 6, ref_start_time: 2088807187340537, ref_stop_time: 2088807188793918, sheduling_overhead: 1453381 ns
ready_queue_size: 1, ref_start_time: 2088807188929068, ref_stop_time: 2088807189031458, sheduling_overhead: 102390 ns
ready_queue_size: 1, ref_start_time: 2088807189125598, ref_stop_time: 2088807189172398, sheduling_overhead: 46800 ns
ready_queue_size: 1, ref_start_time: 2088807190665738, ref_stop_time: 2088807190786878, sheduling_overhead: 121140 ns
ready_queue_size: 1, ref_start_time: 2088807191347158, ref_stop_time: 2088807191457888, sheduling_overhead: 110730 ns
ready_queue_size: 2, ref_start_time: 2088807196535059, ref_stop_time: 2088807197002909, sheduling_overhead: 467850 ns
ready_queue_size: 1, ref_start_time: 2088807197570149, ref_stop_time: 2088807198024949, sheduling_overhead: 454800 ns
ready_queue_size: 1, ref_start_time: 2088807198415939, ref_stop_time: 2088807198595039, sheduling_overhead: 179100 ns
ready_queue_size: 1, ref_start_time: 2088807198970969, ref_stop_time: 2088807199078699, sheduling_overhead: 107730 ns
ready_queue_size: 1, ref_start_time: 2088807199366399, ref_stop_time: 2088807203067590, sheduling_overhead: 3701191 ns
ready_queue_size: 19, ref_start_time: 2088807204320750, ref_stop_time: 2088807215592982, sheduling_overhead: 11272232 ns
ready_queue_size: 1, ref_start_time: 2088807216069202, ref_stop_time: 2088807216274612, sheduling_overhead: 205410 ns
ready_queue_size: 1, ref_start_time: 2088807216427462, ref_stop_time: 2088807217588042, sheduling_overhead: 1160580 ns
ready_queue_size: 1, ref_start_time: 2088807217872202, ref_stop_time: 2088807217980112, sheduling_overhead: 107910 ns
ready_queue_size: 1, ref_start_time: 2088807218358262, ref_stop_time: 2088807218540962, sheduling_overhead: 182700 ns
ready_queue_size: 1, ref_start_time: 2088807218799892, ref_stop_time: 2088807218908702, sheduling_overhead: 108810 ns
ready_queue_size: 1, ref_start_time: 2088807219202432, ref_stop_time: 2088807219607282, sheduling_overhead: 404850 ns
ready_queue_size: 1, ref_start_time: 2088807219940223, ref_stop_time: 2088807221219483, sheduling_overhead: 1279260 ns
ready_queue_size: 1, ref_start_time: 2088807221534213, ref_stop_time: 2088807221884973, sheduling_overhead: 350760 ns
ready_queue_size: 1, ref_start_time: 2088807222058133, ref_stop_time: 2088807222258653, sheduling_overhead: 200520 ns
ready_queue_size: 2, ref_start_time: 2088807222803333, ref_stop_time: 2088807223124813, sheduling_overhead: 321480 ns
ready_queue_size: 1, ref_start_time: 2088807223580063, ref_stop_time: 2088807223992803, sheduling_overhead: 412740 ns
ready_queue_size: 1, ref_start_time: 2088807224183393, ref_stop_time: 2088807224223053, sheduling_overhead: 39660 ns
ready_queue_size: 1, ref_start_time: 2088807224321543, ref_stop_time: 2088807224416133, sheduling_overhead: 94590 ns
ready_queue_size: 1, ref_start_time: 2088807224467463, ref_stop_time: 2088807224515493, sheduling_overhead: 48030 ns
ready_queue_size: 1, ref_start_time: 2088807224562503, ref_stop_time: 2088807224593883, sheduling_overhead: 31380 ns
ready_queue_size: 1, ref_start_time: 2088807224816093, ref_stop_time: 2088807225825803, sheduling_overhead: 1009710 ns
ready_queue_size: 1, ref_start_time: 2088807226391694, ref_stop_time: 2088807226600944, sheduling_overhead: 209250 ns
ready_queue_size: 1, ref_start_time: 2088807226763904, ref_stop_time: 2088807227532174, sheduling_overhead: 768270 ns
ready_queue_size: 1, ref_start_time: 2088807227759424, ref_stop_time: 2088807227890434, sheduling_overhead: 131010 ns
ready_queue_size: 1, ref_start_time: 2088807228024054, ref_stop_time: 2088807228337734, sheduling_overhead: 313680 ns
ready_queue_size: 20, ref_start_time: 2088807230356884, ref_stop_time: 2088807238531586, sheduling_overhead: 8174702 ns
ready_queue_size: 1, ref_start_time: 2088807239361236, ref_stop_time: 2088807239556326, sheduling_overhead: 195090 ns
ready_queue_size: 1, ref_start_time: 2088807240387356, ref_stop_time: 2088807240530576, sheduling_overhead: 143220 ns
ready_queue_size: 1, ref_start_time: 2088807240764936, ref_stop_time: 2088807241677866, sheduling_overhead: 912930 ns
ready_queue_size: 1, ref_start_time: 2088807241990106, ref_stop_time: 2088807242315096, sheduling_overhead: 324990 ns
ready_queue_size: 1, ref_start_time: 2088807242645486, ref_stop_time: 2088807242845646, sheduling_overhead: 200160 ns
ready_queue_size: 1, ref_start_time: 2088807243041246, ref_stop_time: 2088807243295496, sheduling_overhead: 254250 ns
ready_queue_size: 1, ref_start_time: 2088807243485996, ref_stop_time: 2088807244016756, sheduling_overhead: 530760 ns
ready_queue_size: 1, ref_start_time: 2088807245183427, ref_stop_time: 2088807245333727, sheduling_overhead: 150300 ns
ready_queue_size: 1, ref_start_time: 2088807248694147, ref_stop_time: 2088807249013077, sheduling_overhead: 318930 ns
ready_queue_size: 1, ref_start_time: 2088807249552057, ref_stop_time: 2088807249621087, sheduling_overhead: 69030 ns
ready_queue_size: 1, ref_start_time: 2088807249978597, ref_stop_time: 2088807250287477, sheduling_overhead: 308880 ns
ready_queue_size: 1, ref_start_time: 2088807250423107, ref_stop_time: 2088807250812267, sheduling_overhead: 389160 ns
ready_queue_size: 1, ref_start_time: 2088807251117728, ref_stop_time: 2088807251524678, sheduling_overhead: 406950 ns
ready_queue_size: 1, ref_start_time: 2088807251749678, ref_stop_time: 2088807251879668, sheduling_overhead: 129990 ns
ready_queue_size: 1, ref_start_time: 2088807252347668, ref_stop_time: 2088807252680818, sheduling_overhead: 333150 ns
ready_queue_size: 1, ref_start_time: 2088807252886228, ref_stop_time: 2088807256905268, sheduling_overhead: 4019040 ns
ready_queue_size: 1, ref_start_time: 2088807257344169, ref_stop_time: 2088807257451959, sheduling_overhead: 107790 ns
ready_queue_size: 1, ref_start_time: 2088807258166949, ref_stop_time: 2088807258326909, sheduling_overhead: 159960 ns
ready_queue_size: 1, ref_start_time: 2088807258631229, ref_stop_time: 2088807258943079, sheduling_overhead: 311850 ns
ready_queue_size: 1, ref_start_time: 2088807259076579, ref_stop_time: 2088807259427039, sheduling_overhead: 350460 ns
ready_queue_size: 1, ref_start_time: 2088807263476140, ref_stop_time: 2088807263534940, sheduling_overhead: 58800 ns
ready_queue_size: 1, ref_start_time: 2088807264147120, ref_stop_time: 2088807264640530, sheduling_overhead: 493410 ns
ready_queue_size: 1, ref_start_time: 2088807264917790, ref_stop_time: 2088807265480080, sheduling_overhead: 562290 ns
ready_queue_size: 1, ref_start_time: 2088807265606260, ref_stop_time: 2088807266136630, sheduling_overhead: 530370 ns
ready_queue_size: 1, ref_start_time: 2088807266295000, ref_stop_time: 2088807266500800, sheduling_overhead: 205800 ns
ready_queue_size: 4, ref_start_time: 2088807267601620, ref_stop_time: 2088807268107840, sheduling_overhead: 506220 ns
ready_queue_size: 1, ref_start_time: 2088807268446840, ref_stop_time: 2088807268580670, sheduling_overhead: 133830 ns
ready_queue_size: 1, ref_start_time: 2088807269234340, ref_stop_time: 2088807269336610, sheduling_overhead: 102270 ns
ready_queue_size: 1, ref_start_time: 2088807270240721, ref_stop_time: 2088807270458581, sheduling_overhead: 217860 ns
ready_queue_size: 1, ref_start_time: 2088807270560581, ref_stop_time: 2088807271154251, sheduling_overhead: 593670 ns
ready_queue_size: 1, ref_start_time: 2088807271560691, ref_stop_time: 2088807271869811, sheduling_overhead: 309120 ns
ready_queue_size: 1, ref_start_time: 2088807272212711, ref_stop_time: 2088807272321161, sheduling_overhead: 108450 ns
ready_queue_size: 1, ref_start_time: 2088807272576041, ref_stop_time: 2088807272685121, sheduling_overhead: 109080 ns
ready_queue_size: 1, ref_start_time: 2088807272954521, ref_stop_time: 2088807273079921, sheduling_overhead: 125400 ns
ready_queue_size: 1, ref_start_time: 2088807273946861, ref_stop_time: 2088807274347061, sheduling_overhead: 400200 ns
ready_queue_size: 1, ref_start_time: 2088807274766791, ref_stop_time: 2088807274870651, sheduling_overhead: 103860 ns
ready_queue_size: 1, ref_start_time: 2088807275098711, ref_stop_time: 2088807275208601, sheduling_overhead: 109890 ns
ready_queue_size: 1, ref_start_time: 2088807275690311, ref_stop_time: 2088807275789672, sheduling_overhead: 99361 ns
ready_queue_size: 1, ref_start_time: 2088807276091022, ref_stop_time: 2088807277237592, sheduling_overhead: 1146570 ns
ready_queue_size: 1, ref_start_time: 2088807277825742, ref_stop_time: 2088807278221352, sheduling_overhead: 395610 ns
ready_queue_size: 1, ref_start_time: 2088807278458562, ref_stop_time: 2088807278574092, sheduling_overhead: 115530 ns
ready_queue_size: 1, ref_start_time: 2088807278998322, ref_stop_time: 2088807280048502, sheduling_overhead: 1050180 ns
ready_queue_size: 1, ref_start_time: 2088807280193702, ref_stop_time: 2088807280245782, sheduling_overhead: 52080 ns
ready_queue_size: 1, ref_start_time: 2088807280606022, ref_stop_time: 2088807281027402, sheduling_overhead: 421380 ns
ready_queue_size: 1, ref_start_time: 2088807281606072, ref_stop_time: 2088807281857502, sheduling_overhead: 251430 ns
ready_queue_size: 1, ref_start_time: 2088807282132753, ref_stop_time: 2088807282374943, sheduling_overhead: 242190 ns
ready_queue_size: 1, ref_start_time: 2088807282706173, ref_stop_time: 2088807282812433, sheduling_overhead: 106260 ns
ready_queue_size: 1, ref_start_time: 2088807286510863, ref_stop_time: 2088807286817013, sheduling_overhead: 306150 ns
ready_queue_size: 1, ref_start_time: 2088807287411733, ref_stop_time: 2088807287469963, sheduling_overhead: 58230 ns
ready_queue_size: 1, ref_start_time: 2088807288959554, ref_stop_time: 2088807289360714, sheduling_overhead: 401160 ns
ready_queue_size: 1, ref_start_time: 2088807289637374, ref_stop_time: 2088807292985464, sheduling_overhead: 3348090 ns
ready_queue_size: 1, ref_start_time: 2088807293126044, ref_stop_time: 2088807293162944, sheduling_overhead: 36900 ns
ready_queue_size: 1, ref_start_time: 2088807293389084, ref_stop_time: 2088807293773954, sheduling_overhead: 384870 ns
ready_queue_size: 1, ref_start_time: 2088807297487325, ref_stop_time: 2088807297704345, sheduling_overhead: 217020 ns
ready_queue_size: 20, ref_start_time: 2088807301380126, ref_stop_time: 2088807308686117, sheduling_overhead: 7305991 ns
ready_queue_size: 1, ref_start_time: 2088807309750757, ref_stop_time: 2088807309945727, sheduling_overhead: 194970 ns
ready_queue_size: 1, ref_start_time: 2088807310473307, ref_stop_time: 2088807310712047, sheduling_overhead: 238740 ns
ready_queue_size: 1, ref_start_time: 2088807311256577, ref_stop_time: 2088807311655097, sheduling_overhead: 398520 ns
ready_queue_size: 1, ref_start_time: 2088807311820607, ref_stop_time: 2088807311940007, sheduling_overhead: 119400 ns
ready_queue_size: 2, ref_start_time: 2088807312309247, ref_stop_time: 2088807313017788, sheduling_overhead: 708541 ns
ready_queue_size: 1, ref_start_time: 2088807313502258, ref_stop_time: 2088807313775858, sheduling_overhead: 273600 ns
ready_queue_size: 1, ref_start_time: 2088807314260418, ref_stop_time: 2088807314372918, sheduling_overhead: 112500 ns
ready_queue_size: 1, ref_start_time: 2088807314729798, ref_stop_time: 2088807315255728, sheduling_overhead: 525930 ns
